0,14,True,820.0
1,21,False,-1900.0
2,34,True,120.0
3,38,False,-470.0
4,52,False,-130.0
5,92,False,-140.0
6,116,False,-2050.0
7,146,False,-200.0
8,150,False,-2850.0
9,180,True,1130.0
10,208,True,2680.0
11,239,False,-4750.0
12,269,True,4300.0
13,277,False,-200.0
14,311,True,980.0
15,320,False,-1820.0
16,349,False,-1550.0
17,354,False,-1050.0
18,357,False,-430.0
19,379,True,2050.0
20,451,False,-200.0
21,478,True,2170.0
22,526,False,-650.0
23,527,True,920.0
24,529,False,-700.0
25,547,False,-120.0
26,565,False,-2750.0
27,569,False,-1900.0
28,598,True,1600.0
29,624,False,-3600.0
30,659,False,-700.0
31,688,True,200.0
32,696,False,-980.0
33,699,True,20.0
34,708,True,350.0
35,710,False,-150.0
36,743,False,-3950.0
37,770,True,350.0
38,774,True,4870.0
39,815,True,2730.0
40,856,False,-2730.0
41,857,False,-1050.0
42,895,False,-150.0
43,900,False,-1050.0
44,909,True,570.0
45,930,True,3700.0
46,947,False,-3080.0
47,951,False,-280.0
48,955,True,1680.0
49,972,True,350.0
50,989,False,-2680.0
51,1018,True,2400.0
52,1039,True,3080.0
53,1041,False,-2750.0
54,1079,False,-4870.0
55,1108,True,1000.0
56,1115,True,4420.0
57,1129,True,850.0
58,1136,True,1400.0
59,1153,True,2400.0
60,1172,True,4420.0
61,1188,True,1600.0
62,1193,False,-700.0
63,1245,False,-4870.0
64,1250,False,-2020.0
65,1265,False,-1050.0
66,1296,False,-1000.0
67,1320,False,-1820.0
68,1359,True,3050.0
69,1410,False,-3700.0
70,1436,True,850.0
71,1440,False,-1200.0
72,1445,False,-1050.0
73,1448,False,-570.0
74,1469,False,-1900.0
75,1494,True,3380.0
76,1513,False,-850.0
77,1515,True,850.0
78,1536,True,3130.0
79,1542,True,3700.0
80,1579,True,4750.0
81,1581,False,-3830.0
82,1586,False,-1880.0
83,1633,True,470.0
84,1662,False,-2400.0
85,1710,True,3050.0
86,1736,False,-2730.0
87,1803,False,-3080.0
88,1824,False,-850.0
89,1840,True,920.0
90,1855,False,-4300.0
91,1859,True,1700.0
92,1891,True,1900.0
93,1900,True,1650.0
94,2000,False,-350.0
95,2005,False,-120.0
96,2011,False,-130.0
97,2044,True,2180.0
98,2091,True,820.0
99,2107,False,-920.0
100,2134,True,450.0
101,2136,False,-820.0
102,2143,False,-2000.0
103,2144,False,-3080.0
104,2147,False,-2850.0
105,2160,False,-700.0
106,2176,False,-150.0
107,2186,False,-2400.0
108,2190,False,-150.0
109,2193,False,-350.0
110,2228,True,2600.0
111,2311,False,-3130.0
112,2330,False,-1900.0
113,2334,False,-130.0
114,2360,False,-200.0
115,2411,True,1130.0
116,2414,False,-350.0
117,2417,True,2400.0
118,2437,False,-2850.0
119,2439,False,-1880.0
120,2470,False,-1880.0
121,2477,True,3250.0
122,2508,True,980.0
123,2518,True,900.0
124,2595,True,650.0
125,2654,False,-2680.0
126,2668,False,-330.0
127,2670,True,1680.0
128,2675,True,1000.0
129,2676,False,-350.0
130,2696,False,-1170.0
131,2705,True,1200.0
132,2728,True,2020.0
133,2791,False,-1130.0
134,2832,False,-1170.0
135,2879,False,-1000.0
136,2886,False,-1200.0
137,2930,False,-920.0
138,2991,False,-3600.0
139,3049,False,-1880.0
140,3050,True,1650.0
141,3061,True,280.0
142,3075,True,350.0
143,3106,False,-650.0
144,3117,True,1700.0
145,3167,False,-3250.0
146,3172,True,1000.0
147,3268,False,-3700.0
148,3323,False,-140.0
149,3353,False,-3100.0
150,3375,False,-3380.0
151,3392,True,330.0
152,3434,False,-280.0
153,3436,True,130.0
154,3473,True,2050.0
155,3487,True,1200.0
156,3496,False,-1000.0
157,3523,True,280.0
158,3525,False,-2180.0
159,3563,False,-2750.0
160,3564,True,3830.0
161,3590,False,-3050.0
162,3593,True,850.0
163,3596,True,1550.0
164,3643,False,-1740.0
165,3696,False,-2400.0
166,3704,True,1900.0
167,3733,False,-4050.0
168,3735,True,200.0
169,3736,False,-700.0
170,3737,True,700.0
171,3755,True,700.0
172,3768,False,-2030.0
173,3775,False,-700.0
174,3796,False,-920.0
175,3821,False,-1900.0
176,3843,True,430.0
177,3862,True,4280.0
178,3900,True,1900.0
179,3948,True,1000.0
180,3968,False,-900.0
181,3992,True,570.0
182,3998,False,-1830.0
183,4002,False,-3830.0
184,4016,True,1350.0
185,4025,True,20.0
186,4052,False,-4300.0
187,4110,True,120.0
188,4141,False,-4400.0
189,4158,True,1000.0
190,4161,False,-4870.0
191,4174,False,-430.0
192,4186,False,-1550.0
193,4241,False,-2400.0
194,4251,True,1550.0
195,4272,True,2400.0
196,4286,True,2180.0
197,4357,True,1880.0
198,4363,False,-4400.0
199,4389,False,-1480.0
200,4413,False,-220.0
201,4429,True,700.0
202,4430,False,-2680.0
203,4437,True,850.0
204,4446,True,920.0
205,4471,True,1600.0
206,4474,True,850.0
207,4482,False,-200.0
208,4495,True,4280.0
209,4533,False,-700.0
210,4542,True,280.0
211,4566,True,3380.0
212,4570,False,-2000.0
213,4602,True,2600.0
214,4642,False,-980.0
215,4661,True,2750.0
216,4674,True,350.0
217,4701,False,-2850.0
218,4713,False,-1130.0
219,4718,True,20.0
220,4724,True,1200.0
221,4796,False,-2400.0
222,4816,True,150.0
223,4835,True,680.0
224,4847,False,-2730.0
225,4850,False,-1820.0
226,4855,True,1550.0
227,4865,False,-1200.0
228,4884,True,3050.0
229,4885,True,130.0
230,4934,False,-850.0
231,4936,True,1740.0
232,4961,True,1600.0
233,4999,True,2030.0
234,5013,False,-1000.0
235,5023,False,-3220.0
236,5028,True,2050.0
237,5030,True,1200.0
238,5055,True,3220.0
239,5058,True,350.0
240,5082,True,850.0
241,5084,False,-1550.0
242,5092,True,3600.0
243,5098,False,-4750.0
244,5128,True,1200.0
245,5145,True,280.0
246,5160,False,-2870.0
247,5168,False,-350.0
248,5176,True,140.0
249,5213,False,-680.0
250,5253,False,-850.0
251,5255,False,-1680.0
252,5282,False,-2400.0
253,5289,True,3050.0
254,5307,True,980.0
255,5342,False,-2170.0
256,5369,True,900.0
257,5416,False,-2750.0
258,5435,True,1700.0
259,5443,True,700.0
260,5469,True,920.0
261,5490,False,-200.0
262,5505,True,150.0
263,5516,True,1880.0
264,5523,True,200.0
265,5533,True,1270.0
266,5554,False,-980.0
267,5577,False,-2400.0
268,5604,True,3100.0
269,5628,False,-570.0
270,5630,True,2000.0
271,5708,True,780.0
272,5734,True,850.0
273,5773,False,-1040.0
274,5795,False,-1830.0
275,5810,False,-2050.0
276,5825,False,-20.0
277,5835,True,3080.0
278,5838,True,1880.0
279,5850,False,-4870.0
280,5860,False,-850.0
281,5873,False,-570.0
282,5876,True,2020.0
283,5877,False,-700.0
284,5881,True,2750.0
